177	12	12	37	490	1.90014484694662e-09	3.536e-08
178	12	11	37	478	7.01738151779726e-10	3.536e-08
179	12	12	37	542	8.0963880105402e-10	2.813e-08
182	12	12	37	459	1.32535462485113e-09	2.813e-08
184	12	12	37	438	7.5799461310895e-10	2.813e-08
186	12	12	37	521	1.22593353679388e-09	2.62e-08
187	12	12	37	530	1.25505140762952e-09	2.62e-08
188	12	12	37	520	1.62381305219914e-09	2.509e-08
189	12	12	37	596	8.79244102562228e-10	2.509e-08
190	11	12	37	540	1.94167441182007e-09	2.509e-08
194	12	12	37	585	9.58310988780539e-10	2.391e-08
195	12	12	37	542	1.12735391107238e-09	2.391e-08
196	12	12	37	654	6.78891144362883e-10	2.402e-08
197	12	12	37	549	8.12586449745046e-10	2.402e-08
198	12	12	37	671	1.03147839799545e-09	2.402e-08
201	12	12	37	690	5.82354637311396e-10	2.545e-08
203	12	12	37	577	1.48655259513188e-09	2.545e-08
204	12	12	37	595	1.88394611886876e-09	2.545e-08
205	12	12	37	670	8.13763183401252e-10	3e-08
206	12	12	37	532	5.72048660226554e-10	3e-08
207	12	12	37	463	1.85062341426689e-09	3e-08
208	12	12	37	507	8.33436561264822e-10	3e-08
209	12	10	37	520	1.63535269301168e-09	3e-08
210	12	12	37	662	4.51758836772646e-10	3e-08
211	12	12	37	577	4.00021420206202e-10	3e-08
212	12	12	37	720	9.47582876796274e-10	3e-08
213	12	12	37	613	1.00831451471234e-09	3.282e-08
214	12	11	37	628	1.47238527600764e-09	3.282e-08
215	11	12	37	614	1.63450928297055e-09	3.44e-08
216	12	12	37	642	1.19521554572642e-09	3.44e-08
217	12	12	37	546	3.03495583108226e-10	3.44e-08
218	12	12	37	360	1.72376002032308e-09	3.44e-08
219	11	12	37	531	1.3466801758448e-09	3.588e-08
220	12	12	37	412	3.79272390999811e-10	3.588e-08
221	12	12	37	469	1.20698003259136e-09	3.588e-08
222	10	12	37	513	1.14288927996319e-09	3.813e-08
224	12	12	37	632	5.90713229889078e-10	3.813e-08
228	11	12	37	409	1.1071441602728e-09	4.138e-08
229	12	12	37	461	5.91345037433889e-10	4.138e-08
231	11	12	37	575	2.77338093645485e-09	4.138e-08
232	12	12	37	571	9.87608535184622e-10	4.138e-08
233	12	12	37	402	1.32250324272001e-09	4.138e-08
235	12	12	37	531	2.89624316616122e-10	4.138e-08
237	12	12	37	511	1.91674086892899e-09	4.138e-08
239	11	12	37	236	1.56621426749968e-09	4.138e-08
241	12	12	37	604	9.440495240216e-10	4.138e-08
242	12	11	37	483	9.32700533639159e-10	4.436e-08
245	12	12	37	346	2.26513338457034e-09	4.436e-08
246	12	12	37	465	2.1743303030303e-09	4.436e-08
248	11	12	37	719	1.11655554323725e-09	4.512e-08
249	12	12	37	626	1.0842677689223e-09	4.512e-08
250	12	11	37	660	1.78937784850485e-09	4.689e-08
251	12	12	37	454	2.61512451356667e-09	4.689e-08
252	12	12	37	604	1.21743331671038e-09	4.689e-08
253	11	12	37	491	2.31882898536618e-09	4.689e-08
254	12	12	37	440	6.50836815358554e-10	4.689e-08
258	12	12	37	456	1.29948750912314e-09	4.812e-08
259	12	12	37	297	1.75402456679021e-09	4.812e-08
260	10	12	37	595	1.08682424876611e-09	4.812e-08
272	12	12	37	372	9.29530911017722e-10	4.812e-08
273	12	12	37	454	1.32634355668486e-09	4.812e-08
276	12	12	37	327	1.69231499713055e-09	4.877e-08
277	12	12	37	531	1.13953513772405e-09	4.877e-08
278	12	12	37	615	7.3364692433962e-10	4.974e-08
279	12	12	37	675	3.31113355438887e-10	4.974e-08
280	12	12	37	317	1.86712477436297e-09	4.974e-08
282	12	12	37	711	1.56535500332103e-09	4.624e-08
285	12	10	37	560	2.99561198785959e-09	4.33e-08
286	10	12	37	425	2.71705888145671e-09	4.33e-08
287	12	12	37	598	7.46909902153183e-10	4.33e-08
288	12	12	37	522	1.42944852947427e-09	4.33e-08
294	12	12	37	641	1.2404600784978e-09	3.928e-08
295	12	12	37	472	1.93104803696161e-09	4.33e-08
297	12	12	37	656	2.97089075015163e-10	4.108e-08
298	12	12	37	208	1.21469465183233e-09	4.108e-08
299	12	12	37	626	8.177432908656e-10	4.108e-08
301	12	12	37	591	2.94093230754753e-09	3.928e-08
304	12	12	37	588	1.89873702174045e-09	3.928e-08
307	12	12	37	557	1.49700248377495e-09	3.667e-08
310	12	12	37	436	9.11041894549857e-10	3.667e-08
312	12	12	37	655	4.75279563382865e-10	4.974e-08
313	12	12	37	470	4.68708760372604e-10	4.974e-08
314	12	12	37	447	2.58276874278743e-09	5.019e-08
318	10	12	37	380	1.51712634708287e-09	5.026e-08
319	12	12	37	296	4.7419101915393e-10	5.026e-08
320	11	11	37	507	1.35510411759912e-09	5.026e-08
321	12	12	37	563	1.14188177292878e-10	5.023e-08
323	12	12	37	388	1.18911342102653e-09	5.023e-08
325	12	12	37	179	6.81347744240828e-10	5.023e-08
326	12	12	37	616	7.13761167913413e-10	4.979e-08
328	10	12	37	570	2.08503357266322e-10	3.318e-08
329	10	12	37	439	1.25482648953301e-09	3.318e-08
330	12	12	37	605	1.80395138049462e-09	3.426e-08
331	12	12	37	597	1.21252703881919e-09	3.494e-08
333	12	12	37	628	1.01485162539786e-09	3.571e-08
334	12	12	37	447	5.6354774683557e-10	3.571e-08
336	12	12	37	607	5.05311133069828e-10	3.667e-08
346	10	12	37	384	1.11917020737599e-09	4.979e-08
348	12	12	37	582	1.22625122026632e-09	4.979e-08
350	12	11	37	473	6.21792455140089e-10	4.979e-08
359	12	12	37	370	1.01630320910973e-09	3.065e-08
363	12	12	37	621	9.89018961692963e-10	3.129e-08
364	12	12	37	519	4.9785963987703e-10	3.129e-08
366	11	12	37	614	1.53054221473466e-09	3.318e-08
367	12	12	37	670	1.34987720911491e-09	4.979e-08
368	12	12	37	353	1.52263717110842e-09	4.934e-08
369	12	12	37	698	3.806371712292e-10	4.934e-08
370	12	12	37	629	1.37281723950278e-09	4.934e-08
371	11	12	37	517	1.02532348509614e-09	4.934e-08
373	11	12	37	539	5.59496371973233e-10	4.934e-08
374	12	12	37	552	6.50043302591128e-10	4.934e-08
375	12	12	37	635	1.14724769255986e-09	4.934e-08
376	10	11	37	316	1.62312557029079e-09	4.934e-08
378	12	12	37	530	8.36423562043128e-10	4.934e-08
379	11	12	37	593	1.72850948894951e-09	4.934e-08
380	12	12	37	484	9.3291449484493e-10	4.934e-08
381	11	12	37	488	7.72279071327559e-10	4.833e-08
382	12	12	37	498	9.92098958967409e-10	4.833e-08
384	12	12	37	555	2.10971802460776e-09	4.833e-08
385	12	12	37	623	2.35658706635731e-09	4.833e-08
386	12	12	37	448	2.01864364248734e-09	4.833e-08
387	12	12	37	599	1.11150386089057e-09	4.718e-08
388	10	12	37	618	3.1904838441435e-10	4.718e-08
389	12	12	37	519	1.763724916701e-09	4.718e-08
390	12	12	37	523	1.40701156647848e-09	4.718e-08
391	12	12	37	568	6.05880035071433e-10	4.718e-08
392	12	12	37	207	2.09625147242104e-09	4.718e-08
393	12	12	37	589	1.56515007671802e-09	4.718e-08
394	12	12	37	594	1.65611957132961e-09	4.624e-08
402	12	12	37	566	1.00977147562582e-09	3.008e-08
405	10	12	37	631	9.46993942090624e-10	2.932e-08
406	12	12	37	672	1.09092295221569e-09	2.867e-08
407	12	12	37	621	1.65207636153663e-09	2.867e-08
410	12	12	37	614	1.10176440491875e-09	2.782e-08
411	12	12	37	550	4.88135690369994e-10	2.782e-08
419	12	12	37	559	2.19181793179317e-10	1.54e-09
422	11	12	37	579	6.98335328309422e-10	2.782e-08
424	12	12	37	631	8.06902277818648e-10	2.684e-08
426	12	12	37	661	5.42893164898622e-10	2.591e-08
428	12	12	37	609	8.04942932554126e-10	2.591e-08
430	12	12	37	656	3.9002061303808e-10	2.591e-08
431	12	12	37	523	4.51796571851598e-10	2.487e-08
432	11	12	37	528	3.9269858392207e-10	2.487e-08
436	11	9	37	406	9.36501916682352e-10	2.436e-08
438	12	12	37	541	1.13422556919308e-09	2.424e-08
439	12	12	37	565	4.18772773603209e-10	2.424e-08
440	12	12	37	607	1.61627614640032e-09	2.424e-08
444	11	12	37	638	1.64357942433305e-09	2.467e-08
446	12	11	37	333	1.60971513290891e-09	3.536e-08
447	12	11	37	551	6.75303095496528e-10	4.138e-08
450	12	12	37	461	2.13903514825612e-09	4.974e-08
451	12	12	37	676	2.83982101098211e-10	3.494e-08
462	12	12	37	625	2.60549160572137e-10	3.549e-08
464	12	12	37	568	8.52572143042613e-10	2.813e-08
465	12	12	37	436	1.50918639107253e-09	2.813e-08
470	11	11	37	585	7.94624347434743e-10	2.509e-08
472	12	12	37	573	3.14574391092304e-10	2.391e-08
473	12	12	37	538	1.41590114226763e-09	2.391e-08
475	12	12	37	514	1.95589725031052e-09	2.402e-08
477	12	12	37	642	7.82040697513404e-10	2.545e-08
480	12	12	37	337	1.56224720763568e-09	2.545e-08
483	12	12	37	673	1.56370167421833e-09	3e-08
488	10	12	37	609	9.40289421144885e-10	3.813e-08
492	12	12	37	637	7.79740710041394e-10	4.138e-08
493	12	12	37	630	8.538292520258e-10	4.138e-08
502	12	12	37	547	9.52232348380576e-10	1.926e-08
530	12	12	37	506	5.64713192188785e-10	1.601e-08
532	12	12	37	469	3.32515376880937e-10	2.545e-08
534	12	12	37	418	1.50484731193161e-10	4.718e-08
660	10	11	37	377	5.48007130854863e-10	4.138e-08
721	12	11	37	385	9.79656969359148e-10	4.436e-08
722	12	10	37	347	1.83169298472969e-09	4.812e-08
725	12	12	37	310	3.67970581592322e-10	3.667e-08
726	12	12	37	392	4.09574398131513e-10	3.667e-08
727	12	10	37	438	1.00960278875714e-09	2.684e-08
728	12	12	37	268	2.20814114248717e-10	2.684e-08
729	10	11	37	561	1.6420482372057e-09	2.591e-08
743	11	12	37	315	5.88785474971483e-10	2.402e-08
745	11	11	37	372	7.76601045140259e-10	4.979e-08
